texte,domaine,priorite
un tueur essaie de me tuer aidez-moi,POLICE,Haute
le parking fuit du gaz!,POMPIER,Haute
un entrepot fuit du gaz aidez-moi,POMPIER,Haute
des gens braque la banque ma vie est en danger,POLICE,Haute
quelqu'un me suit dans la rue je suis en danger,POLICE,Moyenne
le parking brûle.,POMPIER,Haute
mon mot de passe a été piraté,ACCÈS,Moyenne
mon collègue a perdu ma jambe,MÉDICAL,Haute
j'ai fait un malaise.,MÉDICAL,Haute
le parking menace de s'écrouler je suis en danger,POMPIER,Moyenne
une central nucléaire vient d'exploser,POMPIER,Haute
la fibre est tombé,INFRA,Haute
ma femme a le crâne ouvert vite,MÉDICAL,Haute
un fou est entré par effraction je suis en danger,POLICE,Moyenne
mon ami a du sang partout ma vie est en danger,MÉDICAL,Haute
ma souris ne s'allume pas,MATÉRIEL,Basse
un immeuble est en train de s'écrouler,POMPIER,Moyenne
la webcam ne s'allume pas,MATÉRIEL,Basse
le datacenter a fondu,INFRA,Haute
ma femme a cassé mon bras vite,MÉDICAL,Moyenne
le vidéoprojecteur clignote sans arrêt,MATÉRIEL,Basse
mon cœur me fait mal,MÉDICAL,Haute
il y'a une aggression,POLICE,Haute
un batiment est en train de s'écrouler!,POMPIER,Moyenne
un homme essaie de rentrer de force!,POLICE,Moyenne
mon fils a le bras arraché aidez-moi,MÉDICAL,Haute
un immeuble vient d'exploser aidez-moi,POMPIER,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
mon login me refuse l'accès,ACCÈS,Moyenne
un batiment vient de tomber,POMPIER,Haute
il y a un braquage,POLICE,Haute
le réseau est très lent,INFRA,Haute
ma souris est cassé,MATÉRIEL,Basse
mon fils a cassé mon bras je suis en danger,MÉDICAL,Moyenne
une maison menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
je le bras arraché!,MÉDICAL,Haute
mon ex me frappe au visage,POLICE,Haute
mon compte n'est pas reconnu,ACCÈS,Moyenne
le réseau a une latence énorme,INFRA,Haute
une usine est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
un voleur rode autour de la maison je suis en danger,POLICE,Moyenne
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
je saigne,MÉDICAL,Moyenne
un entrepot a été soufflé par une explosion aidez-moi,POMPIER,Haute
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
une maison menace de s'écrouler je suis en danger,POMPIER,Moyenne
je très mal au ventre.,MÉDICAL,Moyenne
le toit a pris feu,POMPIER,Haute
le parking menace de s'écrouler.,POMPIER,Moyenne
mon mot de passe me refuse l'accès,ACCÈS,Moyenne
ma souris est cassé,MATÉRIEL,Basse
un immeuble est en train de s'écrouler je suis en danger,POMPIER,Moyenne
un entrepot est en train de s'écrouler vite,POMPIER,Moyenne
mon compte est verrouillé,ACCÈS,Moyenne
mon ami a perdu un oeil aidez-moi,MÉDICAL,Haute
quelqu'un a très mal au ventre!,MÉDICAL,Moyenne
quelqu'un me menace avec une arme.,POLICE,Haute
mon authentification a été piraté,ACCÈS,Moyenne
il y a un tueur en série,POLICE,Haute
mon accès n'est pas reconnu,ACCÈS,Moyenne
il y'a une aggression,POLICE,Haute
ma souris ne s'allume pas,MATÉRIEL,Basse
un gars a un fusil,POLICE,Haute
mon ami a une grosse hémorragie,MÉDICAL,Haute
un entrepot est en train de s'écrouler je suis en danger,POMPIER,Moyenne
mon ex essaie de rentrer de force,POLICE,Moyenne
un immeuble est en feu ma vie est en danger,POMPIER,Haute
il y a un tueur en série,POLICE,Haute
le parking s'est effondré.,POMPIER,Haute
une centrale nucléaire est rempli de fumée!,POMPIER,Haute
j'ai perdu ma jambe,MÉDICAL,Haute
une voiture menace de s'écrouler je suis en danger,POMPIER,Moyenne
un voleur m'a tiré dessus aidez-moi,POLICE,Haute
la base de données a crashé,INFRA,Haute
la forêt a été soufflé par une explosion aidez-moi,POMPIER,Haute
mon collègue a fait un malaise,MÉDICAL,Haute
un homme a un fusil.,POLICE,Haute
quelqu'un a le nez cassé!,MÉDICAL,Moyenne
quelqu'un a très mal au dos,MÉDICAL,Moyenne
une voiture est en train de s'écrouler,POMPIER,Moyenne
le wifi est tombé,INFRA,Haute
un entrepot menace de s'écrouler.,POMPIER,Moyenne
ma femme a très mal au ventre je suis en danger,MÉDICAL,Moyenne
le routeur a fondu,INFRA,Haute
un voleur essaie de rentrer de force,POLICE,Moyenne
ma souris d'ordinateur est morte,MATÉRIEL,Basse
au secours on me tire dessus,POLICE,Haute
un entrepot est en train de s'écrouler je suis en danger,POMPIER,Moyenne
un tueur rode autour de la maison aidez-moi,POLICE,Moyenne
le parking a été soufflé par une explosion,POMPIER,Haute
le parking est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
mon login est bloqué,ACCÈS,Moyenne
la fibre a crashé,INFRA,Haute
ma souris marche plus,MATÉRIEL,Basse
le parking menace de s'écrouler,POMPIER,Moyenne
ma femme a très mal au dos je suis en danger,MÉDICAL,Moyenne
une usine menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
un fou veut me poignarder!,POLICE,Haute
le wifi est en panne,INFRA,Haute
des gens me frappe au visage,POLICE,Haute
un gars rode autour de la maison.,POLICE,Moyenne
mon pc ne s'allume pas,MATÉRIEL,Basse
le vpn est expiré,ACCÈS,Moyenne
une maison est en train de s'écrouler je suis en danger,POMPIER,Moyenne
mon fils a une grosse hémorragie je suis en danger,MÉDICAL,Haute
mon cœur me fait mal,MÉDICAL,Haute
un entrepot est en train de s'écrouler ma vie est en danger,POMPIER,Moyenne
le parking vient d'exploser je suis en danger,POMPIER,Haute
mon compte est expiré,ACCÈS,Moyenne
mon ex rode autour de la maison vite,POLICE,Moyenne
une maison a pris feu,POMPIER,Haute
un homme me suit dans la rue vite,POLICE,Moyenne
mon ex a un fusil vite,POLICE,Haute
ma femme a le crâne ouvert.,MÉDICAL,Haute
un batiment vient de tomber,POMPIER,Haute
il y a un tueur en série,POLICE,Haute
mon pc ne s'allume pas,MATÉRIEL,Basse
quelqu'un a une grosse hémorragie.,MÉDICAL,Haute
la base de données affiche une erreur 500,INFRA,Haute
mon login est bloqué,ACCÈS,Moyenne
un pont est en train de s'écrouler je suis en danger,POMPIER,Moyenne
mon fils a très mal au coeur vite,MÉDICAL,Haute
mon téléphone a un faux contact,MATÉRIEL,Basse
mon collègue a très mal au ventre aidez-moi,MÉDICAL,Moyenne
un fou tire sur la foule aidez-moi,POLICE,Haute
il y a un tueur en série,POLICE,Haute
mon ex essaie de rentrer de force,POLICE,Moyenne
l'hyperviseur a fondu,INFRA,Haute
des gens est entré par effraction vite,POLICE,Moyenne
une centrale nucléaire s'est effondré.,POMPIER,Haute
le routeur a crashé,INFRA,Haute
des gens veut me poignarder aidez-moi,POLICE,Haute
le wifi affiche une erreur 500,INFRA,Haute
une usine est en train de s'écrouler je suis en danger,POMPIER,Moyenne
un gars m'a tiré dessus vite,POLICE,Haute
un immeuble est en train de s'écrouler!,POMPIER,Moyenne
mon casque a l'écran fissuré,MATÉRIEL,Basse
le réseau a crashé,INFRA,Haute
quelqu'un a perdu un oeil.,MÉDICAL,Haute
ma session affiche une erreur,ACCÈS,Moyenne
un immeuble est en train de s'écrouler aidez-moi,POMPIER,Moyenne
une maison est en train de s'écrouler,POMPIER,Moyenne
quelqu'un a très mal au dos aidez-moi,MÉDICAL,Moyenne
ma souris est mort,MATÉRIEL,Basse
la base de données est tombé,INFRA,Haute
je le nez cassé ma vie est en danger,MÉDICAL,Moyenne
ma souris d'ordinateur est morte,MATÉRIEL,Basse
il y a un gars qui m'a tirer dessus,POLICE,Haute
le toit fuit du gaz ma vie est en danger,POMPIER,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
le parking brûle,POMPIER,Haute
quelqu'un veut me poignarder!,POLICE,Haute
la fibre est en panne,INFRA,Haute
le serveur est tombé,INFRA,Haute
quelqu'un a avalé du poison vite,MÉDICAL,Haute
mon authentification est expiré,ACCÈS,Moyenne
un immeuble menace de s'écrouler aidez-moi,POMPIER,Moyenne
la base de données affiche une erreur 500,INFRA,Haute
mon accès affiche une erreur,ACCÈS,Moyenne
je très mal au ventre,MÉDICAL,Moyenne
mon téléphone est cassé,MATÉRIEL,Basse
quelqu'un est entré par effraction aidez-moi,POLICE,Moyenne
une maison menace de s'écrouler je suis en danger,POMPIER,Moyenne
je saigne du doigt,MÉDICAL,Basse
le vpn a été piraté,ACCÈS,Moyenne
mon ex me suit dans la rue vite,POLICE,Moyenne
une voiture vient d'exploser je suis en danger,POMPIER,Haute
un inconnu me suit dans la rue!,POLICE,Moyenne
ma femme a perdu ma jambe ma vie est en danger,MÉDICAL,Haute
mon fils a cassé mon bras,MÉDICAL,Moyenne
le wifi a une latence énorme,INFRA,Haute
mon login est expiré,ACCÈS,Moyenne
j'ai le nez cassé ma vie est en danger,MÉDICAL,Moyenne
ma session est expiré,ACCÈS,Moyenne
mon collègue a perdu un oeil je suis en danger,MÉDICAL,Haute
quelqu'un a le nez cassé je suis en danger,MÉDICAL,Moyenne
la webcam ne répond plus,MATÉRIEL,Basse
mon compte n'est pas reconnu,ACCÈS,Moyenne
je le bras arraché.,MÉDICAL,Haute
mon clavier fait un bruit bizarre,MATÉRIEL,Basse
l'hyperviseur est tombé,INFRA,Haute
au secours on me tire dessus,POLICE,Haute
une maison à exploser,POMPIER,Haute
mon mot de passe me refuse l'accès,ACCÈS,Moyenne
ma vie est en danger,POLICE,Haute
un tueur a un fusil ma vie est en danger,POLICE,Haute
une maison à exploser,POMPIER,Haute
quelqu'un a un fusil je suis en danger,POLICE,Haute
la webcam ne répond plus,MATÉRIEL,Basse
le serveur est très lent,INFRA,Haute
mon login est expiré,ACCÈS,Moyenne
un homme a un couteau,POLICE,Haute
une usine est rempli de fumée,POMPIER,Haute
ma souris marche plus,MATÉRIEL,Basse
une maison à exploser,POMPIER,Haute
ma vie est en danger,POLICE,Haute
le parking menace de s'écrouler.,POMPIER,Moyenne
une centrale nucléaire est en feu,POMPIER,Haute
mon ami a avalé du poison ma vie est en danger,MÉDICAL,Haute
mon collègue a le bras arraché,MÉDICAL,Haute
mon ex a un fusil aidez-moi,POLICE,Haute
une maison s'est effondré!,POMPIER,Haute
le vpn affiche une erreur,ACCÈS,Moyenne
une voiture fuit du gaz je suis en danger,POMPIER,Haute
il y a un tueur en série,POLICE,Haute
un batiment est en feu vite,POMPIER,Haute
mon ami a très mal au ventre,MÉDICAL,Moyenne
un immeuble brûle,POMPIER,Haute
une maison a été soufflé par une explosion ma vie est en danger,POMPIER,Haute
l'imprimante est cassé,MATÉRIEL,Basse
mon authentification tourne en boucle,ACCÈS,Moyenne
j'ai perdu ma jambe,MÉDICAL,Haute
la forêt menace de s'écrouler je suis en danger,POMPIER,Moyenne
j'ai très mal au coeur aidez-moi,MÉDICAL,Haute
le wifi est en panne,INFRA,Haute
un fou essaie de rentrer de force aidez-moi,POLICE,Moyenne
il y a quelqu'un qui tire,POLICE,Haute
mon authentification est expiré,ACCÈS,Moyenne
un voleur me menace avec une arme ma vie est en danger,POLICE,Haute
j'ai du mal à respirer!,MÉDICAL,Haute
je du sang partout aidez-moi,MÉDICAL,Haute
ma session me refuse l'accès,ACCÈS,Moyenne
un immeuble menace de s'écrouler.,POMPIER,Moyenne
le réseau est très lent,INFRA,Haute
un tueur veut me poignarder,POLICE,Haute
des gens a un couteau,POLICE,Haute
ma souris marche plus,MATÉRIEL,Basse
un immeuble est en train de s'écrouler aidez-moi,POMPIER,Moyenne
un batiment vient de tomber,POMPIER,Haute
quelqu'un m'a tiré dessus.,POLICE,Haute
une usine s'est effondré je suis en danger,POMPIER,Haute
le serveur est en panne,INFRA,Haute
la webcam a l'écran fissuré,MATÉRIEL,Basse
ma session est expiré,ACCÈS,Moyenne
ma souris est cassé,MATÉRIEL,Basse
mon clavier est mort,MATÉRIEL,Basse
le serveur est très lent,INFRA,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
la forêt a pris feu!,POMPIER,Haute
il y a un gars qui m'a tirer dessus,POLICE,Haute
ma session a été piraté,ACCÈS,Moyenne
mon casque fait un bruit bizarre,MATÉRIEL,Basse
un individu me frappe au visage je suis en danger,POLICE,Haute
la webcam est cassé,MATÉRIEL,Basse
mon accès ne marche plus,ACCÈS,Moyenne
un voleur rode autour de la maison!,POLICE,Moyenne
ma souris clignote sans arrêt,MATÉRIEL,Basse
un individu me suit dans la rue vite,POLICE,Moyenne
une maison à exploser,POMPIER,Haute
le routeur a crashé,INFRA,Haute
ma femme a une grosse hémorragie aidez-moi,MÉDICAL,Haute
il y a un tueur en série,POLICE,Haute
un entrepot menace de s'écrouler je suis en danger,POMPIER,Moyenne
mon login ne marche plus,ACCÈS,Moyenne
la forêt s'est effondré aidez-moi,POMPIER,Haute
ma femme a très mal au dos aidez-moi,MÉDICAL,Moyenne
un batiment menace de s'écrouler!,POMPIER,Moyenne
un homme m'a tiré dessus aidez-moi,POLICE,Haute
ma souris marche plus,MATÉRIEL,Basse
mon coeur me fait mal,MÉDICAL,Haute
un homme essaie de rentrer de force,POLICE,Moyenne
mon casque marche plus,MATÉRIEL,Basse
un tueur a un fusil je suis en danger,POLICE,Haute
mon authentification me refuse l'accès,ACCÈS,Moyenne
mon login est bloqué,ACCÈS,Moyenne
mon coeur me fait mal,MÉDICAL,Haute
l'hyperviseur a fondu,INFRA,Haute
mon ex m'a tiré dessus ma vie est en danger,POLICE,Haute
le routeur est en panne,INFRA,Haute
un homme me frappe au visage,POLICE,Haute
il y a quelqu'un qui tire,POLICE,Haute
une voiture vient d'exploser je suis en danger,POMPIER,Haute
une centrale nucléaire menace de s'écrouler vite,POMPIER,Moyenne
ma session a été piraté,ACCÈS,Moyenne
j'ai une grosse hémorragie,MÉDICAL,Haute
mon login est bloqué,ACCÈS,Moyenne
j'ai très mal au coeur,MÉDICAL,Haute
ma femme a perdu ma jambe je suis en danger,MÉDICAL,Haute
le vpn est bloqué,ACCÈS,Moyenne
un voleur est entré par effraction aidez-moi,POLICE,Moyenne
je très mal au dos ma vie est en danger,MÉDICAL,Moyenne
la forêt a été soufflé par une explosion.,POMPIER,Haute
je me suis fais tirer dessus,POLICE,Haute
mon ami a une grosse hémorragie ma vie est en danger,MÉDICAL,Haute
un batiment est en train de s'écrouler aidez-moi,POMPIER,Moyenne
le réseau ne répond plus,INFRA,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
le réseau a crashé,INFRA,Haute
mon collègue a fait un malaise vite,MÉDICAL,Haute
j'ai du sang partout aidez-moi,MÉDICAL,Haute
un immeuble est en train de s'écrouler vite,POMPIER,Moyenne
mon accès est expiré,ACCÈS,Moyenne
mon fils a cassé mon bras.,MÉDICAL,Moyenne
mon mot de passe ne marche plus,ACCÈS,Moyenne
quelqu'un a très mal au coeur je suis en danger,MÉDICAL,Haute
mon compte a été piraté,ACCÈS,Moyenne
quelqu'un a cassé mon bras.,MÉDICAL,Moyenne
un batiment est en train de s'écrouler!,POMPIER,Moyenne
ma session est bloqué,ACCÈS,Moyenne
mon fils a du sang partout!,MÉDICAL,Haute
un gars tire sur la foule je suis en danger,POLICE,Haute
quelqu'un essaie de rentrer de force.,POLICE,Moyenne
quelqu'un a cassé mon bras vite,MÉDICAL,Moyenne
le toit vient d'exploser.,POMPIER,Haute
ma souris d'ordinateur est morte,MATÉRIEL,Basse
un immeuble est en feu aidez-moi,POMPIER,Haute
une voiture menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
mon ami a le crâne ouvert vite,MÉDICAL,Haute
il y a un braquage,POLICE,Haute
mon ex veut me poignarder je suis en danger,POLICE,Haute
quelqu'un a très mal au ventre aidez-moi,MÉDICAL,Moyenne
un individu a un couteau ma vie est en danger,POLICE,Haute
il y a quelqu'un qui tire,POLICE,Haute
le toit brûle je suis en danger,POMPIER,Haute
mon pc ne s'allume pas,MATÉRIEL,Basse
un tueur veut me poignarder,POLICE,Haute
je très mal au ventre!,MÉDICAL,Moyenne
un immeuble menace de s'écrouler je suis en danger,POMPIER,Moyenne
la fibre a crashé,INFRA,Haute
un immeuble brûle ma vie est en danger,POMPIER,Haute
une usine est rempli de fumée vite,POMPIER,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
un homme est entré par effraction,POLICE,Moyenne
ma souris clignote sans arrêt,MATÉRIEL,Basse
un tueur me suit dans la rue,POLICE,Moyenne
ma femme a fait un malaise ma vie est en danger,MÉDICAL,Haute
j'ai très mal au dos vite,MÉDICAL,Moyenne
une centrale nucléaire a pris feu aidez-moi,POMPIER,Haute
mon collègue a très mal au ventre vite,MÉDICAL,Moyenne
mon fils a du sang partout.,MÉDICAL,Haute
une centrale nucléaire est en train de s'écrouler.,POMPIER,Moyenne
un immeuble est en train de s'écrouler,POMPIER,Moyenne
un entrepot fuit du gaz,POMPIER,Haute
un individu tire sur la foule je suis en danger,POLICE,Haute
une maison est en train de s'écrouler.,POMPIER,Moyenne
ma souris est mort,MATÉRIEL,Basse
mon coeur me fait mal,MÉDICAL,Haute
une voiture menace de s'écrouler ma vie est en danger,POMPIER,Moyenne
un individu rode autour de la maison je suis en danger,POLICE,Moyenne
une maison a pris feu,POMPIER,Haute
ma femme a une grosse hémorragie!,MÉDICAL,Haute
une centrale nucléaire menace de s'écrouler,POMPIER,Moyenne
le wifi est tombé,INFRA,Haute
mon accès affiche une erreur,ACCÈS,Moyenne
un entrepot est en train de s'écrouler je suis en danger,POMPIER,Moyenne
mon ex essaie de me tuer!,POLICE,Haute
un fou me suit dans la rue ma vie est en danger,POLICE,Moyenne
un inconnu braque la banque.,POLICE,Haute
la fibre ne répond plus,INFRA,Haute
je saigne du doigt,MÉDICAL,Basse
quelqu'un a cassé mon bras!,MÉDICAL,Moyenne
un entrepot menace de s'écrouler je suis en danger,POMPIER,Moyenne
mon pc marche plus,MATÉRIEL,Basse
ma souris marche plus,MATÉRIEL,Basse
mon authentification est expiré,ACCÈS,Moyenne
une usine a pris feu aidez-moi,POMPIER,Haute
un pont est en train de s'écrouler!,POMPIER,Moyenne
un batiment vient de tomber,POMPIER,Haute
il y a un braquage,POLICE,Haute
la base de données ne répond plus,INFRA,Haute
une maison à exploser,POMPIER,Haute
la base de données affiche une erreur 500,INFRA,Haute
quelqu'un me frappe au visage.,POLICE,Haute
mon casque clignote sans arrêt,MATÉRIEL,Basse
ma souris d'ordinateur est morte,MATÉRIEL,Basse
l'hyperviseur est très lent,INFRA,Haute
j'ai cassé mon nez,MÉDICAL,Moyenne
la forêt menace de s'écrouler,POMPIER,Moyenne
j'ai très mal au coeur,MÉDICAL,Haute
quelqu'un rode autour de la maison ma vie est en danger,POLICE,Moyenne
mon ami a du sang partout,MÉDICAL,Haute
la base de données a fondu,INFRA,Haute
la base de données est très lent,INFRA,Haute
"ma vie est en danger, il y a quelqu'un",POLICE,Haute
mon mot de passe affiche une erreur,ACCÈS,Moyenne
mon ami a avalé du poison vite,MÉDICAL,Haute
mon fils a très mal au coeur je suis en danger,MÉDICAL,Haute
le toit vient d'exploser!,POMPIER,Haute
une centrale nucléaire menace de s'écrouler je suis en danger,POMPIER,Moyenne
un voleur essaie de rentrer de force,POLICE,Moyenne
le vpn est expiré,ACCÈS,Moyenne
la base de données est en panne,INFRA,Haute
je saigne du doigt,MÉDICAL,Basse
j'ai du sang,MÉDICAL,Moyenne
une maison s'est effondré je suis en danger,POMPIER,Haute
mon collègue a du sang partout aidez-moi,MÉDICAL,Haute
je saigne,MÉDICAL,Moyenne
une maison est en train de s'écrouler vite,POMPIER,Moyenne
mon clavier clignote sans arrêt,MATÉRIEL,Basse
une centrale nucléaire a pris feu vite,POMPIER,Haute
un individu essaie de rentrer de force vite,POLICE,Moyenne
quelqu'un a le nez cassé.,MÉDICAL,Moyenne
j'ai le nez cassé aidez-moi,MÉDICAL,Moyenne
mon pc ne s'allume pas,MATÉRIEL,Basse
