texte,label,priorite
"Véhicule suspect stationné devant une banque - avenue de la République, Bordeaux",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - avenue de la République, Bordeaux",POLICE,HAUTE
"Inondation de sous-sol après orage violent - secteur centre, Lille",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - zone industrielle, Lille",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - zone industrielle, Paris",POMPIER,HAUTE
"Tapage nocturne persistant et cris - zone industrielle, Lille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Lyon",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Lyon",POLICE,HAUTE
"Manifestation non déclarée avec dégradations - zone industrielle, Marseille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Lyon",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Lille",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - secteur centre, Bordeaux",POMPIER,BASSE
"Inondation de sous-sol après orage violent - zone industrielle, Lyon",POMPIER,MOYENNE
"Chat coincé sur un toit à grande hauteur - secteur centre, Paris",POMPIER,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lyon",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Lille",POMPIER,BASSE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Lyon",POLICE,HAUTE
"Alerte monoxyde de carbone dans une école - avenue de la République, Bordeaux",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Bordeaux",POMPIER,MOYENNE
"Cambriolage en cours signalé par un voisin - avenue de la République, Bordeaux",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - boulevard Victor Hugo, Bordeaux",POMPIER,MOYENNE
"Alerte monoxyde de carbone dans une école - secteur centre, Lille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - avenue de la République, Bordeaux",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - zone industrielle, Bordeaux",POLICE,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Lille",POLICE,BASSE
"Véhicule suspect stationné devant une banque - secteur centre, Bordeaux",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Lyon",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Lyon",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Différend familial violent avec menaces - avenue de la République, Lille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Marseille",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - rue de la Paix, Lyon",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Lyon",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Paris",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Lille",POMPIER,HAUTE
"Tapage nocturne persistant et cris - avenue de la République, Lille",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - secteur centre, Marseille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - zone industrielle, Lyon",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - rue de la Paix, Bordeaux",POLICE,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - avenue de la République, Bordeaux",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Accident de la route avec personne incarcérée - secteur centre, Marseille",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - rue de la Paix, Marseille",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lyon",POMPIER,MOYENNE
"Fuite de gaz suspecte dans une cave - secteur centre, Lyon",POMPIER,HAUTE
"Cambriolage en cours signalé par un voisin - secteur centre, Lille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - zone industrielle, Lyon",POLICE,BASSE
"Inondation de sous-sol après orage violent - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Différend familial violent avec menaces - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Véhicule suspect stationné devant une banque - rue de la Paix, Lyon",POLICE,BASSE
"Manifestation non déclarée avec dégradations - avenue de la République, Bordeaux",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Bordeaux",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Lyon",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - rue de la Paix, Paris",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - avenue de la République, Lille",POLICE,HAUTE
"Vol à l'arraché dans le centre ville - avenue de la République, Marseille",POLICE,MOYENNE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Marseille",POMPIER,BASSE
"Fuite de gaz suspecte dans une cave - rue de la Paix, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lyon",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Bordeaux",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - rue de la Paix, Lille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Différend familial violent avec menaces - secteur centre, Lille",POLICE,MOYENNE
"Manifestation non déclarée avec dégradations - secteur centre, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Bordeaux",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - avenue de la République, Bordeaux",POMPIER,HAUTE
"Différend familial violent avec menaces - rue de la Paix, Marseille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - zone industrielle, Lyon",POLICE,BASSE
"Manifestation non déclarée avec dégradations - zone industrielle, Paris",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - rue de la Paix, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Bordeaux",POMPIER,MOYENNE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Lille",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Paris",POLICE,BASSE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Paris",POMPIER,MOYENNE
"Différend familial violent avec menaces - secteur centre, Bordeaux",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - zone industrielle, Marseille",POMPIER,MOYENNE
"Agression à main armée signalée sur la voie publique - rue de la Paix, Paris",POLICE,HAUTE
"Fuite de gaz suspecte dans une cave - avenue de la République, Lyon",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - secteur centre, Bordeaux",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Bordeaux",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Lille",POLICE,MOYENNE
"Inondation de sous-sol après orage violent - avenue de la République, Lyon",POMPIER,MOYENNE
"Véhicule suspect stationné devant une banque - avenue de la République, Bordeaux",POLICE,BASSE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Lille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Marseille",POLICE,HAUTE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Lyon",POMPIER,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Bordeaux",POLICE,HAUTE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Marseille",POMPIER,HAUTE
"Inondation de sous-sol après orage violent - boulevard Victor Hugo, Lyon",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lyon",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - avenue de la République, Lille",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - secteur centre, Marseille",POMPIER,BASSE
"Véhicule suspect stationné devant une banque - secteur centre, Marseille",POLICE,BASSE
"Accident de la route avec personne incarcérée - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Marseille",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - secteur centre, Bordeaux",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - boulevard Victor Hugo, Marseille",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - avenue de la République, Lyon",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Départ de feu de forêt zone péri-urbaine - secteur centre, Paris",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Lyon",POMPIER,MOYENNE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Paris",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Marseille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - secteur centre, Paris",POMPIER,MOYENNE
"Signalement de trafic de stupéfiants dans un hall - secteur centre, Lille",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - boulevard Victor Hugo, Lyon",POLICE,HAUTE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Lyon",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - boulevard Victor Hugo, Lille",POLICE,MOYENNE
"Départ de feu de forêt zone péri-urbaine - avenue de la République, Bordeaux",POMPIER,HAUTE
"Manifestation non déclarée avec dégradations - avenue de la République, Bordeaux",POLICE,MOYENNE
"Accident de la route avec personne incarcérée - zone industrielle, Lille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Lille",POMPIER,MOYENNE
"Tapage nocturne persistant et cris - zone industrielle, Lyon",POLICE,BASSE
"Différend familial violent avec menaces - rue de la Paix, Lille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Lille",POLICE,BASSE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Lille",POMPIER,BASSE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - secteur centre, Paris",POLICE,BASSE
"Véhicule suspect stationné devant une banque - zone industrielle, Lille",POLICE,BASSE
"Vol à l'arraché dans le centre ville - rue de la Paix, Lille",POLICE,MOYENNE
"Alerte monoxyde de carbone dans une école - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - avenue de la République, Paris",POMPIER,BASSE
"Cambriolage en cours signalé par un voisin - zone industrielle, Bordeaux",POLICE,MOYENNE
"Ascenseur bloqué avec plusieurs personnes - avenue de la République, Paris",POMPIER,MOYENNE
"Différend familial violent avec menaces - secteur centre, Lille",POLICE,MOYENNE
"Cambriolage en cours signalé par un voisin - rue de la Paix, Lyon",POLICE,MOYENNE
"Fuite de gaz suspecte dans une cave - boulevard Victor Hugo, Paris",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - avenue de la République, Lille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Marseille",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - secteur centre, Marseille",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - secteur centre, Lille",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - secteur centre, Paris",POMPIER,HAUTE
"Feu de structure dans un immeuble d'habitation - boulevard Victor Hugo, Lyon",POMPIER,HAUTE
"Départ de feu de forêt zone péri-urbaine - zone industrielle, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - zone industrielle, Lille",POLICE,BASSE
"Tapage nocturne persistant et cris - rue de la Paix, Lille",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - secteur centre, Marseille",POMPIER,HAUTE
"Vol à l'arraché dans le centre ville - boulevard Victor Hugo, Bordeaux",POLICE,MOYENNE
"Tapage nocturne persistant et cris - avenue de la République, Bordeaux",POLICE,BASSE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Lyon",POLICE,BASSE
"Agression à main armée signalée sur la voie publique - secteur centre, Marseille",POLICE,HAUTE
"Manifestation non déclarée avec dégradations - zone industrielle, Lille",POLICE,MOYENNE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Marseille",POMPIER,HAUTE
"Feu de poubelle se propageant à un véhicule - avenue de la République, Lille",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - boulevard Victor Hugo, Marseille",POMPIER,BASSE
"Chat coincé sur un toit à grande hauteur - rue de la Paix, Lyon",POMPIER,BASSE
"Accident de la route avec personne incarcérée - zone industrielle, Marseille",POMPIER,HAUTE
"Ascenseur bloqué avec plusieurs personnes - rue de la Paix, Marseille",POMPIER,MOYENNE
"Feu de poubelle se propageant à un véhicule - boulevard Victor Hugo, Marseille",POMPIER,HAUTE
"Alerte monoxyde de carbone dans une école - zone industrielle, Lyon",POMPIER,HAUTE
"Différend familial violent avec menaces - zone industrielle, Marseille",POLICE,MOYENNE
"Personne errante et confuse sur l'autoroute - rue de la Paix, Lyon",POLICE,BASSE
"Feu de structure dans un immeuble d'habitation - zone industrielle, Bordeaux",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - zone industrielle, Lyon",POLICE,BASSE
"Feu de poubelle se propageant à un véhicule - zone industrielle, Paris",POMPIER,HAUTE
"Chat coincé sur un toit à grande hauteur - zone industrielle, Marseille",POMPIER,BASSE
"Alerte monoxyde de carbone dans une école - rue de la Paix, Bordeaux",POMPIER,HAUTE
"Fuite de gaz suspecte dans une cave - zone industrielle, Marseille",POMPIER,HAUTE
"Personne errante et confuse sur l'autoroute - boulevard Victor Hugo, Paris",POLICE,BASSE
"Fuite de gaz suspecte dans une cave - avenue de la République, Marseille",POMPIER,HAUTE
"Signalement de trafic de stupéfiants dans un hall - rue de la Paix, Lille",POLICE,BASSE
"Alerte monoxyde de carbone dans une école - secteur centre, Paris",POMPIER,HAUTE
"Véhicule suspect stationné devant une banque - rue de la Paix, Bordeaux",POLICE,BASSE
"Tapage nocturne persistant et cris - avenue de la République, Marseille",POLICE,BASSE
