ticket_fr,domaine_cible
"Bonjour, j'ai des spasmes au dos qui éclatent de temps en temps. J'ai fait tourner la chaleur et la glace. J'ai essayé le naproxène, j'ai regardé mon alimentation et pris des vitamines ?",MÉDICAL
"Bonjour, j'ai des spasmes au dos qui éclatent de temps en temps. J'ai fait tourner la chaleur et la glace. J'ai essayé le naproxène, j'ai regardé mon alimentation et pris des vitamines ?",MÉDICAL
"Hé, je viens d'avoir une angine streptococcique et devrais-je laver tous mes draps, s'ils sont contagieux à ma famille s'ils utilisent la même couverture que celle que j'ai utilisée quand j'étais malade.",MÉDICAL
"Hé, je viens d'avoir une angine streptococcique et devrais-je laver tous mes draps, s'ils sont contagieux à ma famille s'ils utilisent la même couverture que celle que j'ai utilisée quand j'étais malade.",MÉDICAL
"Salut docteur, j'ai 33 ans, je suis marié, j'ai 3 enfants, je mesure 173 cm et je pèse 100 livres. Mon poids normal selon mon âge doit être de 75 ans. Comment l'obtenir.",MÉDICAL
"Salut docteur, j'ai 33 ans, je suis marié, j'ai 3 enfants, je mesure 173 cm et je pèse 100 livres. Mon poids normal selon mon âge doit être de 75 ans. Comment l'obtenir.",MÉDICAL
Quelle est la précision des tests sanguins pour diabétiques qui testent votre glycémie à 3 mois ?,MÉDICAL
Quelle est la précision des tests sanguins pour diabétiques qui testent votre glycémie à 3 mois ?,MÉDICAL
Comment une personne peut-elle savoir si elle souffre du syndrome de fatigue chronique ?,MÉDICAL
Comment une personne peut-elle savoir si elle souffre du syndrome de fatigue chronique ?,MÉDICAL
Comment une femme enceinte alitée peut-elle éviter l’atrophie et la formation de caillots sanguins ?,MÉDICAL
Comment une femme enceinte alitée peut-elle éviter l’atrophie et la formation de caillots sanguins ?,MÉDICAL
Comment puis-je obtenir des selles quotidiennes normales lorsque je suis constipé et que je n'ai pas eu de selles normales depuis presque un mois ?,MÉDICAL
Comment puis-je obtenir des selles quotidiennes normales lorsque je suis constipé et que je n'ai pas eu de selles normales depuis presque un mois ?,MÉDICAL
Comment puis-je me débarrasser de cette douleur dans ma jambe ?,MÉDICAL
Comment puis-je me débarrasser de cette douleur dans ma jambe ?,MÉDICAL
Comment guérir une bursite chronique du genou ?,MÉDICAL
Comment guérir une bursite chronique du genou ?,MÉDICAL
Dans quelle mesure est-il fréquent qu'une personne souffre du syndrome du tunnel cubital ?,MÉDICAL
Dans quelle mesure est-il fréquent qu'une personne souffre du syndrome du tunnel cubital ?,MÉDICAL
Comment un beignet se décompose-t-il dans le système digestif s’il ne contient pratiquement aucun nutriment ?,MÉDICAL
Comment un beignet se décompose-t-il dans le système digestif s’il ne contient pratiquement aucun nutriment ?,MÉDICAL
Comment connaître les jours d’ovulation si vos règles changent chaque mois et comment augmenter mes chances de tomber enceinte ?,MÉDICAL
Comment connaître les jours d’ovulation si vos règles changent chaque mois et comment augmenter mes chances de tomber enceinte ?,MÉDICAL
Quelle est l’efficacité des bouchons lacrymaux pour traiter la sécheresse oculaire après le lasik ? Je suis près d'un an après l'opération et les larmes artificielles n'aident pas.,MÉDICAL
Quelle est l’efficacité des bouchons lacrymaux pour traiter la sécheresse oculaire après le lasik ? Je suis près d'un an après l'opération et les larmes artificielles n'aident pas.,MÉDICAL
Combien de temps vivrait une personne atteinte d’un cancer ?,MÉDICAL
Combien de temps vivrait une personne atteinte d’un cancer ?,MÉDICAL
Combien de moules de mes dents l’orthodontiste recevrait-il avant que je reçoive un appareil dentaire ?,MÉDICAL
Combien de moules de mes dents l’orthodontiste recevrait-il avant que je reçoive un appareil dentaire ?,MÉDICAL
"Résultat du test sérique HSV 1+2 - 1,77 et résultat ADN PCR HSV Type 1+2 NégatifH. Je ne comprends pas la différence entre deux résultats.",MÉDICAL
"Résultat du test sérique HSV 1+2 - 1,77 et résultat ADN PCR HSV Type 1+2 NégatifH. Je ne comprends pas la différence entre deux résultats.",MÉDICAL
Reste d'anneau hyménal... qu'est-ce que c'est et comment y remédier ?,MÉDICAL
Reste d'anneau hyménal... qu'est-ce que c'est et comment y remédier ?,MÉDICAL
"Hystérosalpingographie, pouvez-vous m'en parler ?",MÉDICAL
"Hystérosalpingographie, pouvez-vous m'en parler ?",MÉDICAL
"J'ai 24 ans et j'allaite ma fille de 9 mois. Puis-je faire des mammographies, car le dernier résultat il y a 2 ans était des fibrokystes au sein gauche. Dois-je m'inquiéter ?",MÉDICAL
"J'ai 24 ans et j'allaite ma fille de 9 mois. Puis-je faire des mammographies, car le dernier résultat il y a 2 ans était des fibrokystes au sein gauche. Dois-je m'inquiéter ?",MÉDICAL
Je suis enceinte de 35 semaines et 6 jours et j'ai des fuites importantes de liquide clair de mon sein et j'ai également de fortes douleurs qui serrent le ventre ?,MÉDICAL
Je suis enceinte de 35 semaines et 6 jours et j'ai des fuites importantes de liquide clair de mon sein et j'ai également de fortes douleurs qui serrent le ventre ?,MÉDICAL
"J'ai 44 ans et mes seins et mes mamelons sont sensibles, qu'est-ce que cela peut être ?",MÉDICAL
"J'ai 44 ans et mes seins et mes mamelons sont sensibles, qu'est-ce que cela peut être ?",MÉDICAL
Je remarque des petites bosses rouges sur la peau près de mes lèvres ?,MÉDICAL
Je remarque des petites bosses rouges sur la peau près de mes lèvres ?,MÉDICAL
"Je suis sous pénicilline depuis environ un mois maintenant, il y a une semaine j'ai commencé à avoir mes règles mais dans l'après-midi elles se sont arrêtées. La pénicilline peut-elle retarder les règles ?",MÉDICAL
"Je suis sous pénicilline depuis environ un mois maintenant, il y a une semaine j'ai commencé à avoir mes règles mais dans l'après-midi elles se sont arrêtées. La pénicilline peut-elle retarder les règles ?",MÉDICAL
"Je jeûne 16 heures, j'en mange 8. Mais pendant 8 heures, je mange trois repas. Alors dois-je garder mes repas ensemble pour ne pas commencer à jeûner ou puis-je les étaler ?",MÉDICAL
"Je jeûne 16 heures, j'en mange 8. Mais pendant 8 heures, je mange trois repas. Alors dois-je garder mes repas ensemble pour ne pas commencer à jeûner ou puis-je les étaler ?",MÉDICAL
"Si les températures mondiales augmentent, le paludisme se propagera-t-il à d’autres régions ?",MÉDICAL
"Si les températures mondiales augmentent, le paludisme se propagera-t-il à d’autres régions ?",MÉDICAL
"Si je n’ai pas de musc cervical au blanc d’œuf, est-ce que j’ovule quand même ?",MÉDICAL
"Si je n’ai pas de musc cervical au blanc d’œuf, est-ce que j’ovule quand même ?",MÉDICAL
"Si j'utilise 4 Tylenol (acétaminophène) 3 et 0,50 mg de Xanax, serait-il tout aussi dangereux d'utiliser du LSD et de la Mdma quelques heures plus tard, car cela ne ferait que mélanger du LSD et de la Mdma ? Ty",MÉDICAL
"Si j'utilise 4 Tylenol (acétaminophène) 3 et 0,50 mg de Xanax, serait-il tout aussi dangereux d'utiliser du LSD et de la Mdma quelques heures plus tard, car cela ne ferait que mélanger du LSD et de la Mdma ? Ty",MÉDICAL
"Si la masse que j'ai entre mes côtes est cancéreuse, est-ce que cela rendrait quelque chose d'anormal sur un CBC et à quel stade environ ?",MÉDICAL
"Si la masse que j'ai entre mes côtes est cancéreuse, est-ce que cela rendrait quelque chose d'anormal sur un CBC et à quel stade environ ?",MÉDICAL
"Si vous ressentez une masse dans la poitrine depuis plus de 4 ans maintenant, dois-je m'inquiéter ?",MÉDICAL
"Si vous ressentez une masse dans la poitrine depuis plus de 4 ans maintenant, dois-je m'inquiéter ?",MÉDICAL
"Si votre bébé est déjà tombé, cela signifie-t-il automatiquement que vous êtes sur le point d'avoir bébé ?",MÉDICAL
"Si votre bébé est déjà tombé, cela signifie-t-il automatiquement que vous êtes sur le point d'avoir bébé ?",MÉDICAL
"J'ai été électrocuté, je remplaçais un fil sur ma voiture et je l'ai accidentellement touché avec un tournevis et j'ai été choqué, j'ai senti qu'il montait dans mes bras, ok ?",MÉDICAL
"J'ai été électrocuté, je remplaçais un fil sur ma voiture et je l'ai accidentellement touché avec un tournevis et j'ai été choqué, j'ai senti qu'il montait dans mes bras, ok ?",MÉDICAL
"J'ai eu 2 radiographies pulmonaires faites 2 fois différentes avec un appareil portable. J'ai vu l'image mais je n'ai pas vu les côtes, juste les poumons, est-ce possible.",MÉDICAL
"J'ai eu 2 radiographies pulmonaires faites 2 fois différentes avec un appareil portable. J'ai vu l'image mais je n'ai pas vu les côtes, juste les poumons, est-ce possible.",MÉDICAL
"On m'a retiré l'implanon et j'ai maintenant Evelyn pour la pilule combinée. J'ai passé quelques mois normalement, mais maintenant, saigne quand je l'essuie et ne devrait pas l'être. Pourquoi? Voir un doc ?",MÉDICAL
"On m'a retiré l'implanon et j'ai maintenant Evelyn pour la pilule combinée. J'ai passé quelques mois normalement, mais maintenant, saigne quand je l'essuie et ne devrait pas l'être. Pourquoi? Voir un doc ?",MÉDICAL
"J'ai eu une libération épicondylienne médiale/décompression du nerf cubital le 9/05/14. Quand je me suis réveillé, j'avais mal à la gorge, j'ai toujours mal à la gorge ? Je suis inquiet ?",MÉDICAL
"J'ai eu une libération épicondylienne médiale/décompression du nerf cubital le 9/05/14. Quand je me suis réveillé, j'avais mal à la gorge, j'ai toujours mal à la gorge ? Je suis inquiet ?",MÉDICAL
"J'ai fait réparer mon ménisque la semaine dernière, je ne suis pas censé supporter mon poids sur cette jambe. J'ai perdu l'équilibre et je me suis surpris à utiliser cette jambe brièvement, est-ce que je vais bien ?",MÉDICAL
"J'ai fait réparer mon ménisque la semaine dernière, je ne suis pas censé supporter mon poids sur cette jambe. J'ai perdu l'équilibre et je me suis surpris à utiliser cette jambe brièvement, est-ce que je vais bien ?",MÉDICAL
"J'ai eu des rapports sexuels non protégés il y a 2 semaines, j'ai commencé à avoir des pertes brunes, mais je n'ai pas encore commencé. Qu'est-ce que cela peut signifier ? D'ailleurs, j'ai des règles irrégulières.",MÉDICAL
"J'ai eu des rapports sexuels non protégés il y a 2 semaines, j'ai commencé à avoir des pertes brunes, mais je n'ai pas encore commencé. Qu'est-ce que cela peut signifier ? D'ailleurs, j'ai des règles irrégulières.",MÉDICAL
J'ai une cicatrice noire dans l'œil que je peux voir lorsque je regarde quelque chose de couleur claire. Il est là depuis 2 mois. Est-ce que ça va disparaître tout seul ?,MÉDICAL
J'ai une cicatrice noire dans l'œil que je peux voir lorsque je regarde quelque chose de couleur claire. Il est là depuis 2 mois. Est-ce que ça va disparaître tout seul ?,MÉDICAL
"J'ai un bleu autour d'une piqûre d'insecte, est-ce courant ?",MÉDICAL
"J'ai un bleu autour d'une piqûre d'insecte, est-ce courant ?",MÉDICAL
J'ai une piqûre d'insecte et ça ne cesse d'empirer. Que recommandez-vous?,MÉDICAL
J'ai une piqûre d'insecte et ça ne cesse d'empirer. Que recommandez-vous?,MÉDICAL
"J'ai une sensation de brûlure sur la partie supérieure de mon sein après 2 jours d'augmentation mammaire, est-ce normal ?",MÉDICAL
"J'ai une sensation de brûlure sur la partie supérieure de mon sein après 2 jours d'augmentation mammaire, est-ce normal ?",MÉDICAL
"J'ai une déchirure/rupture de toute l'épaisseur du tendon fléchisseur de l'hallucis après une opération à l'oignon il y a 3 mois.  Il est rétracté de 2,5 cm. et je ne peux pas plier le gros orteil vers le bas.  Quels sont les problèmes possibles à long terme sans la capacité de mon gros orteil à pousser vers le bas, pour fournir",MÉDICAL
"J'ai une déchirure/rupture de toute l'épaisseur du tendon fléchisseur de l'hallucis après une opération à l'oignon il y a 3 mois.  Il est rétracté de 2,5 cm. et je ne peux pas plier le gros orteil vers le bas.  Quels sont les problèmes possibles à long terme sans la capacité de mon gros orteil à pousser vers le bas, pour fournir",MÉDICAL
J'ai une boule à l'arrière de la tête. C'est au-dessus de la racine des cheveux au milieu. C’est dur et immobile. Cela ne fait pas mal. Dois-je m'inquiéter ?,MÉDICAL
J'ai une boule à l'arrière de la tête. C'est au-dessus de la racine des cheveux au milieu. C’est dur et immobile. Cela ne fait pas mal. Dois-je m'inquiéter ?,MÉDICAL
"J'ai une plaie douloureuse à l'intérieur du nez, elle est rouge et rugueuse. Mon nez est également très sec. Qu'est-ce que c'est et comment le traiter ? Ça ne disparaîtra pas et ça fait mal.",MÉDICAL
"J'ai une plaie douloureuse à l'intérieur du nez, elle est rouge et rugueuse. Mon nez est également très sec. Qu'est-ce que c'est et comment le traiter ? Ça ne disparaîtra pas et ça fait mal.",MÉDICAL
J'ai une possible fracture du poignet du scaphoïde. Comment puis-je le savoir sans aller à l'hôpital ?,MÉDICAL
J'ai une possible fracture du poignet du scaphoïde. Comment puis-je le savoir sans aller à l'hôpital ?,MÉDICAL
"J'ai de l'arthrite aux genoux et dans le bas du dos. Normalement, quand je sors du lit, ils sont raides. Mes hanches sont-elles douloureuses et raides si je m'allonge sur le dos la nuit ?",MÉDICAL
"J'ai de l'arthrite aux genoux et dans le bas du dos. Normalement, quand je sors du lit, ils sont raides. Mes hanches sont-elles douloureuses et raides si je m'allonge sur le dos la nuit ?",MÉDICAL
"J'ai un urètre et un clitoris chauds et irrités ces derniers temps, je dois beaucoup uriner. Je pense que j'ai une infection urinaire ou une infection à levures. Pouvez-vous guérir votre propre infection urinaire ?",MÉDICAL
"J'ai un urètre et un clitoris chauds et irrités ces derniers temps, je dois beaucoup uriner. Je pense que j'ai une infection urinaire ou une infection à levures. Pouvez-vous guérir votre propre infection urinaire ?",MÉDICAL
"J'ai mangé 1 200 à 1 300 calories. (la plupart des jours) et faire de l'exercice 5x/semaine.  Je mange plus le week-end mais je maintiens mon poids. Mais cette semaine j'ai pris 2,5 kilos !  J'ai été stressé et constipé.  Est-ce pour cela ?",MÉDICAL
