texte_historique,domaine,impact,urgence,statut_friction_final,question_bot
Ma mère dit qu'elle a une douleur dans le bras gauche et dans la poitrine.,MÉDICAL,4,4,MANQUE_SYMPTOMES,"Est-ce que votre mère ressent aussi une oppression, des sueurs ou des nausées ?"
Mon voisin menace tout le monde dans le couloir.,POLICE,3,4,MANQUE_ARME,Tient-il quelque chose à la main ? Est-il armé à votre connaissance ?
Je n'arrive plus à accéder à mon compte. Je suis essoufflé.,ACCÈS,2,2,MANQUE_TYPE_ERREUR_ACCES,"Quel type d'accès est bloqué : compte Windows, application métier, VPN, messagerie ? Quel message s'affiche ?"
"Individu suspect observe les enfants dans le parc depuis 45 minutes, homme 40 ans, manteau gris.",POLICE,3,3,MANQUE_LIEU,Quel parc exactement ? Donnez-moi le nom et l'adresse ou la ville.
"Quelqu'un suit une femme depuis plusieurs rues. Je chuchote, je suis caché.",POLICE,3,3,MANQUE_DESCRIPTION_SUSPECT,"Décrivez le suspect : sexe, âge approximatif, vêtements, est-il toujours en train de la suivre ?"
Notre site web est totalement inaccessible depuis ce matin. Je suis essoufflé.,INFRA,3,3,MANQUE_CODE_ERREUR,"Quelle erreur HTTP s'affiche ? 502, 503, timeout ? Le serveur répond-il au ping ?"
L'authentification Active Directory est KO pour tous les employés. Mon téléphone est presque déchargé.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur les utilisateurs voient-ils ? Les contrôleurs de domaine sont-ils joignables ?
J'ai très mal au ventre. Je suis essoufflé.,MÉDICAL,2,3,MANQUE_SYMPTOMES,"Avez-vous de la fièvre, des vomissements ou observez-vous du sang ?"
"Douleur abdominale intense depuis 2h, vomissements, 30 ans, appendicite possible. Il y a beaucoup de bruit de fond.",MÉDICAL,3,3,MANQUE_LIEU,Indiquez-moi votre adresse ou dites-moi où vous êtes exactement.
Ma voisine est effondrée sur son palier. La connexion est mauvaise.,MÉDICAL,3,4,MANQUE_CONSCIENCE,Est-elle consciente ? Respirez-vous près de sa bouche pour vérifier si elle respire ?
"Réaction allergique grave suite à piqûre de guêpe, gonflement du visage. 22 ans, allergique aux hyménoptères, EpiPen utilisé. Au parc central de Rennes. Mon téléphone est presque déchargé.",MÉDICAL,4,4,COMPLET,
Le VPN ne se connecte plus pour aucun collaborateur distant. Mon téléphone est presque déchargé.,INFRA,3,3,MANQUE_CODE_ERREUR,Quel message d'erreur le client VPN affiche-t-il ? Code d'erreur 800 ? Authentification échouée ?
"Incendie dans l'école primaire, alarme déclenchée.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Les enfants et le personnel ont-ils pu évacuer ? Y a-t-il encore du monde à l'intérieur ?
"Notre ligne fibre principale est coupée, code ERR_CONNECTION_REFUSED.",INFRA,3,3,MANQUE_PERIMETRE_IMPACT,"Quel est le périmètre de la coupure : un seul bâtiment, plusieurs sites, ou toute l'entreprise ?"
Il y a une bagarre très violente en bas de mon immeuble.,POLICE,3,4,MANQUE_ARME,"L'agresseur ou l'un des protagonistes est-il armé ? Couteau, arme à feu, ou autre objet ?"
"Bagarre au couteau, une personne à terre, saignement, deux agresseurs ont fui.",POLICE,4,4,MANQUE_LIEU,Où êtes-vous exactement ? La police et le SAMU arrivent.
"Feu de cuisine 22 rue Victor Hugo Nantes, RDC. Maîtrisé partiellement avec l'extincteur. Fumée dense dans l'appartement. Personne blessée. Locataire à l'extérieur. La connexion est mauvaise.",POMPIER,2,2,COMPLET,
"Un homme agresse une femme avec un couteau, l'agresseur est armé, deux personnes impliquées. Mon téléphone est presque déchargé.",POLICE,4,4,MANQUE_LIEU,Les secours et la police sont en route. Donnez-moi l'adresse ou le lieu exact maintenant.
"Notre ERP principal est HS, erreur 503 Service Unavailable. Je tremble en appelant.",INFRA,4,4,MANQUE_PERIMETRE_IMPACT,"Quels départements sont bloqués ? La production, la comptabilité, le commercial ?"
"Douleur abdominale intense en bas à droite depuis 3h, nausées, fièvre 38.5. 19 ans, pas d'antécédent. Résidence universitaire, 12 rue du Campus, Montpellier.",MÉDICAL,3,3,COMPLET,
Mon fils a avalé quelque chose qui traînait dans le placard. Mon téléphone est presque déchargé.,MÉDICAL,4,4,MANQUE_SYMPTOMES,Quel produit a-t-il avalé et en quelle quantité ? Vomit-il ? A-t-il l'air de suffoquer ?
"J'ai fait une chute, la cheville est déformée, 40 ans, pas d'allergie. Je suis essoufflé.",MÉDICAL,2,2,MANQUE_LIEU,À quelle adresse ou dans quel lieu vous trouvez-vous ?
"Ma femme inconsciente, elle respire, 45 ans, pas d'antécédents connus. Il y a beaucoup de bruit de fond.",MÉDICAL,4,4,MANQUE_LIEU,Donnez-moi immédiatement votre adresse ou dites-moi où vous vous trouvez.
"Feux de forêt progressant vers le hameau du Puy, vent fort, flammes à 200m des premières maisons. Je tremble en appelant.",POMPIER,4,4,MANQUE_LIEU,Dans quelle commune ou sur quelle route se trouve ce hameau exactement ?
Il y a un problème avec notre machine de production. Je suis essoufflé.,INFRA,3,3,MANQUE_TYPE_PANNE,Quel type de machine ? L'arrêt est-il total ou partiel ? Y a-t-il un message d'erreur ou une alarme ?
"Le serveur principal est en panne, les utilisateurs ne peuvent plus travailler. J'ai du mal à parler.",INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur ou code s'affiche dans les logs ou sur les postes des utilisateurs ?
"Mon fils de 4 ans a avalé peut-être 3 comprimés de paracétamol trouvés dans le sac à main. Il n'a pas d'allergie. Nous sommes au 8 passage de la Fontaine, Nantes. Mon téléphone est presque déchargé.",MÉDICAL,4,4,COMPLET,
"Bonjour, un appartement brûle au 3ème étage, alarme déclenchée. J'ai du mal à parler.",POMPIER,4,4,MANQUE_EVACUATION,"L'immeuble a-t-il été évacué ? Les résidents ont-ils pu sortir, ou des gens restent-ils bloqués ?"
"Mon voisin M. Bernard a l'air de faire un AVC : visage qui tombe à droite, bras gauche qui pend. Environ 70 ans. Je suis devant sa porte, immeuble Le Cèdre, 3 rue des Acacias, Rennes. Je suis essoufflé.",MÉDICAL,4,4,COMPLET,
"J'ai une violente réaction allergique après avoir mangé. Je chuchote, je suis caché.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Êtes-vous porteur d'un EpiPen ? Avez-vous déjà eu un choc anaphylactique ?
"Douleur abdominale intense depuis 2h, vomissements, 30 ans, appendicite possible. La connexion est mauvaise.",MÉDICAL,3,3,MANQUE_LIEU,Indiquez-moi votre adresse ou dites-moi où vous êtes exactement.
"Il y a un feu dans notre immeuble, l'alarme sonne. La connexion est mauvaise.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il encore des résidents dans l'immeuble à votre connaissance ?
"Mon collègue a l'air très mal en point. Je chuchote, je suis caché.",MÉDICAL,2,2,MANQUE_ZONE_CORPS,Qu'observez-vous exactement chez votre collègue ? Où semble-t-il souffrir ?
"Douleur thoracique oppressante depuis 20 min, sueurs froides, nausées. 55 ans, hypertendu sous traitement. Domicile, 7 impasse des Roses, Toulouse. La connexion est mauvaise.",MÉDICAL,4,4,COMPLET,
"Un appartement brûle, les flammes sortent par la fenêtre. Je chuchote, je suis caché.",POMPIER,4,4,MANQUE_PROPAGATION,Les flammes atteignent-elles les appartements voisins ou le toit ?
"Mon voisin M. Bernard a l'air de faire un AVC : visage qui tombe à droite, bras gauche qui pend. Environ 70 ans. Je suis devant sa porte, immeuble Le Cèdre, 3 rue des Acacias, Rennes. Je chuchote, je suis caché.",MÉDICAL,4,4,COMPLET,
Notre base de données affiche une erreur et bloque toutes les transactions. Je suis essoufflé.,INFRA,4,4,MANQUE_CODE_ERREUR,Quel est le message d'erreur exact de la base de données ? Y a-t-il un code d'erreur spécifique ?
"J'ai 42 ans, douleur thoracique irradiante bras gauche, sueurs froides depuis 30 min. Pas d'antécédent. Suis au bureau 201 tour Montparnasse Paris. La connexion est mauvaise.",MÉDICAL,4,4,COMPLET,
"C'est urgent, j'ai un accident.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,Où êtes-vous blessé exactement ?
"Il y a un incendie dans notre immeuble, de la fumée dense.",POMPIER,4,4,MANQUE_PROPAGATION,Le feu se propage-t-il ? À quel étage a-t-il démarré et gagne-t-il les étages supérieurs ?
"J'ai mal à la poitrine, douleur dans le bras gauche, j'ai 58 ans et je suis cardiaque. Je chuchote, je suis caché.",MÉDICAL,4,4,MANQUE_LIEU,J'envoie les secours immédiatement. Donnez-moi votre adresse exacte ou votre ville.
"Mon collègue douleur thoracique irradiante, 52 ans, hypertendu. J'ai du mal à parler.",MÉDICAL,4,4,MANQUE_LIEU,J'envoie le SAMU. Donnez-moi l'adresse ou le nom du bâtiment où vous êtes.
"VPN HS pour tous les télétravilleurs, erreur 789 authentification, 120 personnes impactées, pas de sauvegarde VPN.",INFRA,3,3,MANQUE_LIEU,Le concentrateur VPN est-il sur votre infrastructure ou chez un prestataire ? Quel site ?
"Serveur de base de données SQL Server HS depuis 8h. Erreur EVENT ID 17 dans les logs. 80 utilisateurs bloqués, toute la production arrêtée. Dernière sauvegarde hier 22h. Datacenter de Massy, salle B.",INFRA,4,4,COMPLET,
"Attaque ransomware détectée sur le réseau interne du siège Paris 8ème. Fichiers chiffrés sur le NAS. Environ 30 postes touchés, production partiellement arrêtée. Sauvegarde externe non touchée à ce stade.",INFRA,4,4,COMPLET,
"Il y a une bagarre dans la rue, c'est très violent.",POLICE,3,4,MANQUE_NOMBRE_INDIVIDUS,Combien de personnes se battent ? Y a-t-il des blessés à terre ?
"J'ai très mal au ventre. Je chuchote, je suis caché.",MÉDICAL,2,3,MANQUE_SYMPTOMES,"Avez-vous de la fièvre, des vomissements ou observez-vous du sang ?"
Mon genou a gonflé après une chute.,MÉDICAL,2,2,MANQUE_SYMPTOMES,Pouvez-vous plier le genou ? Y a-t-il un craquement lors de la chute ?
"Collaborateur J. Martin badge rejeté depuis ce matin. Badge physique OK visuellement. Erreur rouge sur le lecteur du 3ème étage sécurisé. Employé présent depuis 3 ans, poste de développeur sénior. La connexion est mauvaise.",INFRA,2,2,COMPLET,
"Douleur abdominale intense en bas à droite depuis 3h, nausées, fièvre 38.5. 19 ans, pas d'antécédent. Résidence universitaire, 12 rue du Campus, Montpellier.",MÉDICAL,3,3,COMPLET,
Ma fille est allongée par terre dans sa chambre et ne se lève pas. Je suis essoufflé.,MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'elle vous répond ? Peut-elle ouvrir les yeux ? Respirez-vous normalement ?
"Je fais une crise d'épilepsie entre deux convulsions, je suis épileptique, 32 ans. Je suis essoufflé.",MÉDICAL,4,4,MANQUE_LIEU,Donnez-moi votre localisation précise pour envoyer du secours.
"Fuite de gaz odeur très forte 3 rue Carnot Bordeaux. Immeuble 4 étages. Résidents évacués, gaz non coupé, pas de flamme. Dernier locataire sorti il y a 2 min. Il y a beaucoup de bruit de fond.",POMPIER,3,4,COMPLET,
"Ma femme a chuté dans l'escalier. Elle a mal à la cheville, gonflement visible. 38 ans, pas d'antécédent. Nous sommes chez nous au 12 rue Gambetta, Bordeaux. La connexion est mauvaise.",MÉDICAL,2,2,COMPLET,
Notre site web est totalement inaccessible depuis ce matin. Je suis essoufflé.,INFRA,3,3,MANQUE_CODE_ERREUR,"Quelle erreur HTTP s'affiche ? 502, 503, timeout ? Le serveur répond-il au ping ?"
"Mon fils a avalé un produit, il vomit, produit de nettoyage.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Quel est l'âge de votre fils ? A-t-il des allergies connues ou d'autres problèmes de santé ?
"Mon copain fait une crise d'épilepsie, il est épileptique, 28 ans, inconscient. Mon téléphone est presque déchargé.",MÉDICAL,4,4,MANQUE_LIEU,Les secours arrivent. Donnez-moi l'adresse exacte où vous vous trouvez.
Je ressens des douleurs dans la poitrine depuis une heure.,MÉDICAL,4,4,MANQUE_SYMPTOMES,La douleur est-elle continue ou en crises ? Avez-vous des sueurs ou une nausée associée ?
Quelqu'un a l'air de ne pas se sentir bien dans le métro.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Qu'est-ce que vous observez sur cette personne ? Parle-t-elle ? Tient-elle debout ?
"VPN HS pour tous les télétravilleurs, erreur 789 authentification, 120 personnes impactées, pas de sauvegarde VPN. Je chuchote, je suis caché.",INFRA,3,3,MANQUE_LIEU,Le concentrateur VPN est-il sur votre infrastructure ou chez un prestataire ? Quel site ?
"Un homme agresse une femme avec un couteau, l'agresseur est armé, deux personnes impliquées.",POLICE,4,4,MANQUE_LIEU,Les secours et la police sont en route. Donnez-moi l'adresse ou le lieu exact maintenant.
"Agression au couteau rue Beaubourg Paris 4ème. Agresseur homme 25 ans capuche rouge, a fui direction nord. Victime homme 40 ans, blessure bras droit, conscient, saigne beaucoup. Mon téléphone est presque déchargé.",POLICE,4,4,COMPLET,
"J'ai une douleur thoracique intense avec irradiation dans le bras gauche. J'ai 62 ans, antécédents cardiaques. Je suis au 15 rue Pasteur à Lyon. J'ai du mal à parler.",MÉDICAL,4,4,COMPLET,
"Mon père, 67 ans diabétique, est inconscient sur le canapé. Il respire mais ne répond pas. Il prend de la metformine. Nous sommes à son domicile, 5 allée des Marronniers, Lyon.",MÉDICAL,4,4,COMPLET,
"Mon copain a fait une crise, il tremble, il est à la poitrine. J'ai du mal à parler.",MÉDICAL,4,4,MANQUE_CONSCIENCE,Est-ce qu'il vous répond quand vous lui parlez ? Ses yeux sont-ils ouverts ?
"J'ai des convulsions, j'ai réussi à appeler entre deux épisodes. Il y a beaucoup de bruit de fond.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,Êtes-vous épileptique ? Depuis quand ces crises durent-elles ?
"Bonjour, je crois que mon copain a fait une crise de quelque chose.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,D'accord. Où votre copain a-t-il mal ou qu'est-ce qui vous a alerté sur lui ?
J'ai besoin d'accéder à une zone sécurisée en urgence. Il y a beaucoup de bruit de fond.,ACCÈS,2,3,MANQUE_IDENTITE_DEMANDEUR,"Quel est votre nom, votre service et votre matricule ? La demande doit être validée par votre responsable."
Mon voisin menace tout le monde dans le couloir. J'ai du mal à parler.,POLICE,3,4,MANQUE_ARME,Tient-il quelque chose à la main ? Est-il armé à votre connaissance ?
Le réseau ne marche plus. La connexion est mauvaise.,INFRA,3,3,MANQUE_TYPE_PANNE,Est-ce toute la connectivité réseau ou seulement certains services ? Depuis quand et quelle est l'étendue ?
"Braquage supérette 34 avenue Gambetta Marseille 13ème. Un agresseur avec couteau, caissière otage. Individu brun 30 ans capuche verte. Je suis dehors.",POLICE,4,4,COMPLET,
"Mon voisin a chuté de son escabeau, il crie de douleur. Mon téléphone est presque déchargé.",MÉDICAL,3,3,MANQUE_SYMPTOMES,Voyez-vous une déformation d'un membre ? A-t-il reçu le choc à la tête ? Peut-il bouger ?
Les serveurs ont l'air d'avoir un problème. Il y a beaucoup de bruit de fond.,INFRA,3,3,MANQUE_TYPE_PANNE,Quel service est affecté ? Les serveurs sont-ils totalement HS ou répondent-ils de manière dégradée ?
Je me suis blessé il y a quelques minutes. J'ai du mal à parler.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Quelle partie du corps a été touchée ?
"Bonjour, je crois que mon copain a fait une crise de quelque chose. Mon téléphone est presque déchargé.",MÉDICAL,3,3,MANQUE_ZONE_CORPS,D'accord. Où votre copain a-t-il mal ou qu'est-ce qui vous a alerté sur lui ?
"Il y a un feu dans notre immeuble, l'alarme sonne. Je tremble en appelant.",POMPIER,4,4,MANQUE_PERSONNES_PIEGES,Y a-t-il encore des résidents dans l'immeuble à votre connaissance ?
"La voisine inconsciente respire mais ne réagit pas, elle a une douleur à la tête.",MÉDICAL,4,4,MANQUE_ANTECEDENTS,"Connaissez-vous l'âge de votre voisine ? A-t-elle des maladies connues (diabète, cardiaque) ?"
Le réseau ne marche plus. J'ai du mal à parler.,INFRA,3,3,MANQUE_TYPE_PANNE,Est-ce toute la connectivité réseau ou seulement certains services ? Depuis quand et quelle est l'étendue ?
Je me suis blessé il y a quelques minutes. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,Quelle partie du corps a été touchée ?
Accès refusé sur une porte sécurisée. Il y a beaucoup de bruit de fond.,ACCÈS,2,2,MANQUE_TYPE_ERREUR_ACCES,S'agit-il d'un accès physique (badgeuse) ou logique (applicatif) ? Quelle porte ou système est concerné ?
"J'ai fait une chute, la cheville est déformée, 40 ans, pas d'allergie. Je tremble en appelant.",MÉDICAL,2,2,MANQUE_LIEU,À quelle adresse ou dans quel lieu vous trouvez-vous ?
Mon père ne se sent pas bien du tout depuis ce matin. Mon téléphone est presque déchargé.,MÉDICAL,2,2,MANQUE_ZONE_CORPS,À quel endroit du corps votre père ressent-il la douleur ou qu'est-ce qui vous inquiète ?
"Le serveur principal est en panne, les utilisateurs ne peuvent plus travailler. Mon téléphone est presque déchargé.",INFRA,4,4,MANQUE_CODE_ERREUR,Quel message d'erreur ou code s'affiche dans les logs ou sur les postes des utilisateurs ?
"Un appartement brûle, les flammes sortent par la fenêtre. Je chuchote, je suis caché.",POMPIER,4,4,MANQUE_PROPAGATION,Les flammes atteignent-elles les appartements voisins ou le toit ?
"Cambriolage terminé, suspect parti direction nord, homme blanc environ 30 ans, capuche noire. Je tremble en appelant.",POLICE,2,2,MANQUE_LIEU,À quelle adresse a eu lieu le cambriolage ? J'envoie une patrouille.
"Je fais une crise d'épilepsie entre deux convulsions, je suis épileptique, 32 ans. La connexion est mauvaise.",MÉDICAL,4,4,MANQUE_LIEU,Donnez-moi votre localisation précise pour envoyer du secours.
"Violences conjugales, mon mari m'a blessée, il est parti, j'ai besoin d'aide.",POLICE,3,3,MANQUE_LIEU,Êtes-vous en sécurité ? Donnez-moi votre adresse pour envoyer du secours.
"Feu de cuisine 22 rue Victor Hugo Nantes, RDC. Maîtrisé partiellement avec l'extincteur. Fumée dense dans l'appartement. Personne blessée. Locataire à l'extérieur.",POMPIER,2,2,COMPLET,
